Reactive,Active,Time
754.3034362792969,-351.90904998779297,0
756.8818359375,-358.75254821777344,1
763.6893768310547,-351.90506744384766,2
760.7671051025391,-362.83834075927734,3
757.4261627197266,-372.13716888427734,4
758.8410186767578,-372.36305236816406,5
758.5373840332031,-380.19783782958984,6
764.5117034912109,-377.43946838378906,7
765.5361785888672,-386.75706481933594,8
768.0028381347656,-392.149658203125,9
772.4397583007812,-393.17669677734375,10
775.8227233886719,-395.5736389160156,11
778.94384765625,-397.3751220703125,12
779.0100402832031,-403.23793029785156,13
783.9315490722656,-397.2783508300781,14
778.9881591796875,-411.7872619628906,15
784.0821533203125,-404.3310241699219,16
785.6512756347656,-405.6960754394531,17
784.6944580078125,-411.9784698486328,18
786.3445129394531,-412.15150451660156,19
791.2871704101562,-405.7892761230469,20
792.4682006835938,-406.3183135986328,21
787.0983581542969,-417.9169006347656,22
787.8202514648438,-415.53016662597656,23
786.9393310546875,-420.5661163330078,24
789.8133544921875,-419.42120361328125,25
790.7645874023438,-422.5690155029297,26
784.6658020019531,-439.9596405029297,27
786.7467956542969,-440.61900329589844,28
798.066650390625,-426.474609375,29
803.1936950683594,-426.6452178955078,30
804.8637084960938,-427.3495788574219,31
799.8851623535156,-436.084716796875,32
792.86279296875,-447.7266540527344,33
797.0117797851562,-439.01783752441406,34
799.4410400390625,-439.5760803222656,35
796.7623901367188,-451.5014190673828,36
799.9077758789062,-450.39697265625,37
804.1405334472656,-448.75868225097656,38
805.5215148925781,-451.9610137939453,39
808.5942077636719,-449.8916015625,40
807.400634765625,-455.97569274902344,41
807.8925476074219,-457.2799987792969,42
806.1905822753906,-463.43682861328125,43
807.7805786132812,-463.45545959472656,44
810.755126953125,-462.4523620605469,45
809.5138549804688,-471.53819274902344,46
813.3249206542969,-468.610107421875,47
814.5475158691406,-470.9140319824219,48
813.1087646484375,-478.3177185058594,49
817.0951538085938,-473.3806457519531,50
812.931884765625,-487.21961975097656,51
817.025390625,-483.42828369140625,52
821.8466491699219,-480.22572326660156,53
824.9572448730469,-479.5480499267578,54
